,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
42,2025_MES_708457_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE SC AND CE (A and N) ZONE - MES||CWE PORTBLAIR - MES||GE MINNIE BAY PORTBLAIR - MES,"GE, Minniebay, Sri Vijaya Puram","(8580/E8) PROVN OF COPPER AND CHEMICAL EARTHING FOR SENSITIVE MEDICAL EQUIPMENT AT INHS DHANVANTARI, PROVN OF WASHROOM / TOILETS FOR AGNIVEER (WOMEN) BEHIND ATC BLDG P-30 AT INS UTKROSH, ADDN / ALTN TO CONFERENCE HALL, WORKS OFFICES, LAND OFFICERS",2025-05-17 09:00,2025-06-14 18:00,85000,,4250000,08-06-2025 13:25:41,Defproc Nicgep BOT
43,2025_MES_708274_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||ADG (CG AND PROJECT) CHENNAI AND CE (CG) GOA - MES,GOA,PROVISION OF PARKING SHED FOR MT VEHICLES AT 39.37 ACRES AT CG LAND CHICOLNA GOA,2025-05-15 13:10,2025-06-17 18:00,115000,,6000000,08-06-2025 13:27:05,Defproc Nicgep BOT
44,2025_MES_708060_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CESC AND CE JODHPUR ZONE - MES||CWE(ARMY) JODHPUR - MES||GE SHIKARGARH - MES,Garrison Engineer (Army) No 2 Jodhpur,"REPAIR/REPLACEMENT OF UNSERVICEABLE WATER SUPPLY DISTRIBUTION NETWORK IN MARRIED/OTM ACCN AT SHIKARGARH, BSE, NAFLAND AREA IN ARMY AREA JODHPUR",2025-05-14 13:00,2025-06-11 18:00,80000,,4000000,08-06-2025 13:27:43,Defproc Nicgep BOT
45,2025_MES_707801_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE (NAVY) VIZAG - MES||GE (I) (DM) VISAKHAPATNAM - MES||GE I DM VIZAG - MES,Naval Dockyard Visakhaptnam,"PROVISION OF PCC HARD STANDING AT CROSS LANE 4-5, PROVISION OF STAIR CASE FOR EMERGENCY EXIST FOR QC DEPARTMENT, 43 BLDG AND DEMOLITION OF BUILDING NOS. P 50B AND P 59 (PORTION OF RTC BLDG) AT NAVAL DOCKYARD, VISAKHAPATNAM UNDER GE (I) DM, VISAKHAPAT",2025-05-12 18:00,2025-06-09 18:00,127540,,6836000,08-06-2025 13:29:05,Defproc Nicgep BOT
46,2025_MES_704426_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||ADG (OF and DRDO) AND CE (R and D) SECUNDERABAD - MES||GE (I) RND (W) BANGALORE - MES,Work,REMOVAL AND DEVELOPMENT OF THE OLD EXISTING BOREWELL AND REPLACEMENT OF ALL CONNECTED ITEMS FOR THE WATER SUPPLY AT MTRDC RESIDENTIAL AREA AND PROVISION OF NEW BOREWELL FOR THE MAINTENANCE OF EXISTING ARBORICUTURE AND LANSCAPING WORKS AT PHASE I,2025-05-10 17:00,2025-06-09 18:00,94000,,4700000,08-06-2025 13:29:44,Defproc Nicgep BOT
47,2025_MES_707619_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE NC AND CE LEH ZONE - MES,LEH,PROVN OF KEY LOCATION PLAN KLP FOR ZONAL WORKSHOP AT LEH PH I OF 3 PHASES UNDER GE I P NO 1 LEH,2025-05-10 12:00,2025-06-20 18:00,914500,2025-05-20 12:00,117900000,08-06-2025 13:30:21,Defproc Nicgep BOT
48,2025_MES_707229_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||ADG (OF and DRDO) AND CE (R and D) DELHI- MES,Chandipur,"PROVISION OF LEFTOVER PORTION OF BOUNDARY WALL AND SPECIAL REPAIR TO EXISTING BOUNDARY WALL AROUND 324.07 ACRES OF LAND AT VILLAGE JAYDEVKASBA, PXE CHANDIPUR",2025-05-09 12:00,2025-06-17 18:00,844750,,103941000,08-06-2025 13:31:09,Defproc Nicgep BOT
49,2025_MES_707182_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE CC AND CE BAREILLY ZONE - MES||CWE HILLS DEHRADUN - MES||GE LANSDOWNE - MES,AGE I Lansdowne,PERIODICAL SERVICES OF CERTAIN TEMP AND PERMT BLDGS AT ZONE II AT LANSDOWNE.,2025-05-08 15:15,2025-06-10 18:00,20000,,1000000,08-06-2025 13:31:47,Defproc Nicgep BOT
50,2025_MES_707169_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE CC AND CE BAREILLY ZONE - MES||CWE HILLS DEHRADUN - MES||GE LANSDOWNE - MES,AGE I Lansdowne,PERIODICAL SERVICES OF CERTAIN TEMP AND PERMT BLDGS AT ZONE - I AT LANSDOWNE.,2025-05-08 15:00,2025-06-10 18:00,20000,,1000000,08-06-2025 13:32:05,Defproc Nicgep BOT
51,2025_MES_706546_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE CC AND CE BAREILLY ZONE - MES||CWE HILLS DEHRADUN - MES||GE LANSDOWNE - MES,AGE I Lansdowne,REPAIR AND MAINT OF WOODEN AND STEEL FURNITURE AT KOTDWARA UNDER AGE(I) LANSDOWNE,2025-05-03 12:00,2025-06-09 18:00,20000,,1000000,08-06-2025 13:32:56,Defproc Nicgep BOT
52,2025_BRO_703950_1,Dte General Border Roads Organisation||HQ CE(P) Vartak(Tezpur) - BRO,ROAD TUNGRI SAMCHUNG TSELA MAGO FROM NEW TO NHSL,PREPARATION OF DPR INCLUDING LAND ACQUISITION AND FOREST CLEARANCE FOR CONSTRUCTION OF ROAD TUNGRI SAMCHUNG TSELA MAGO FROM NEW TO NHSL SPECIFICATIONS (INDICATIVE LENGTH 60 KMs) UNDER PROJECT VARTAK IN STATE OF ARUNACHAL PRADESH,2025-04-09 12:00,2025-06-09 11:00,0.00,2025-05-03 15:00,12106260,08-06-2025 13:33:54,Defproc Nicgep BOT
