,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
71,GEM/2025/B/6511274,Nimbus Aircraft Propeller Set ...,13,2025-07-29 21:49,2025-08-09 12:00,Ministry of Defence Department of Military Affairs,"Nimbus Aircraft Propeller Set 2CCW and 2CW Repair,Nimbus Aircraft Flight controller Base Board Repa"
72,GEM/2025/B/6505227,"Camera for CCTV System (V3),Vi...",10,2025-07-30 11:48,2025-08-09 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
73,GEM/2025/B/6370340,"Camera for CCTV System (V3),Vi...",20,2025-07-30 11:31,2025-08-09 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
74,GEM/2025/B/6511676,"Camera for CCTV System (V3),Vi...",16,2025-07-30 11:25,2025-08-09 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
75,GEM/2025/B/6393949,"PTZ Camera,POE Switch,UPS 1 KV...",2122,2025-07-19 12:19,2025-08-09 12:00,Ministry of Defence Department of Military Affairs,"PTZ Camera,POE Switch,UPS 1 KVA,NVR 32 Channel,HDD 8 TB,Rack 6U,Network Switch,55 Inch TV,3 KVA Onl"
76,GEM/2025/B/6445997,"Micro Servo,Video Transmeter,V...",7,2025-07-12 12:32,2025-08-09 13:00,Ministry of Defence Department of Military Affairs,"Micro Servo,Video Transmeter,Video Receiver Antenna,Flight Controller,Radio Receiver,Remote Control"
77,GEM/2025/B/6513135,"FOLDABLE QUAD COPTER FRAME,620...",18,2025-07-30 12:45,2025-08-09 13:00,Ministry of Defence Department of Defence,"FOLDABLE QUAD COPTER FRAME,620KV MULTICOPTER BRUSHLESS MOTOR,ESC WITH ONESHOT ORIGINAL,COUNTER ROTA"
78,GEM/2025/B/6446254,IR illymination Light for idea...,6,2025-07-12 13:25,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,"IR illymination Light for idea Innovation,CCTV Camera for Idea Innovation,LED Display 5 Inch TFT,AC"
79,GEM/2025/B/6513654,"DRONE SIMULATOR,620KV MULTICOL...",15,2025-07-30 13:50,2025-08-09 14:00,Ministry of Defence Department of Defence,"DRONE SIMULATOR,620KV MULTICOLOR BRUSHLESS MOTOR,COUNTER ROTATING CARBON FIBER PROPELLERS,GPS WITH "
80,GEM/2025/B/6513539,"FOLDABLE QUAD COPTER FRAME,620...",18,2025-07-30 13:34,2025-08-09 14:00,Ministry of Defence Department of Defence,"FOLDABLE QUAD COPTER FRAME,620KV MULTICOPTER BRUSHLESS MOTOR,ESC WITH ONESHOT ORIGINAL,COUNTER ROTA"
81,GEM/2025/B/6513364,Body Worn Camera System,15,2025-07-30 13:57,2025-08-09 14:00,Police Department Tripura,Body Worn Camera System
82,GEM/2025/B/6513331,Camera CP play bullet night ve...,84,2025-07-30 13:14,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,"Camera CP play bullet night version colour,8 Port Switch,NVR 8 Channel CP plus,5 Port Switch,RJ 45,"
83,GEM/2025/B/6504308,GO PRO CAMERA,2,2025-07-30 13:35,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,GO PRO CAMERA
84,GEM/2025/B/6495519,"Security Cameras,SFP Fibre Mod...",575,2025-07-30 13:01,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,"Security Cameras,SFP Fibre Module Dual Mode,Camera Box,BNC Connectors,DC Connectors,Cat 6 Cable,OFC"
85,GEM/2025/B/6458939,"Camera for CCTV System (V3),De...",14,2025-07-30 13:20,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,"Camera for CCTV System (V3),Desktop Computer 1,Desktop Computer 2,Visualizer,Projector with motoriz"
86,GEM/2025/B/6511585,AI 4MP Camera as per specifica...,4002,2025-07-30 13:40,2025-08-09 14:00,Ministry of Defence Department of Defence,"AI 4MP Camera as per specification,AI NVR RAID ANR 24CH perimeter protection N M cluster,Long range"
87,GEM/2025/B/6313440,"STQC 4 MP 150 Mtr PTZ Camera,S...",1559,2025-08-08 14:00,2025-08-09 14:00,Ministry of Defence Department of Military Affairs,"STQC 4 MP 150 Mtr PTZ Camera,STQC IP Bullet Camera 4MP,POE Switch Giga,Media Converter,6U Rack,2 Co"
88,GEM/2025/B/6508802,"CONTROLLER,TRIPOD TURNSTILE HG...",10,2025-07-29 22:39,2025-08-09 15:00,Ministry of Petroleum and Natural Gas NA,"CONTROLLER,TRIPOD TURNSTILE HGT 950MM W DROP ARM,BIOMETRIC SOFTWARE,DIGITAL WEB CAMERA RESOLUTION 2"
89,GEM/2025/B/6513399,Facility Management Services -...,1,2025-07-30 13:15,2025-08-09 15:00,Panchayats and Rural Housing Department Gujarat,Facility Management Services - LumpSum Based - TALUKA DEVELOPMENT OFFICER BALASINOR; WORK OF CCTV C
90,GEM/2025/B/6471762,"SUPPLY, INSTALLATION & COMMISS...",1,2025-07-19 12:25,2025-08-09 16:00,Ministry of Defence Department of Defence Production,"SUPPLY, INSTALLATION & COMMISSIONING OF CCTV CAMERA COMPLETE DESCRIPTION ANNEXURE"
91,GEM/2025/B/6514133,Custom Bid for Services - Agen...,1,2025-07-30 15:29,2025-08-09 16:00,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,"Custom Bid for Services - Agency for hiring crawler mounted camera system, push camera and vertical"
92,GEM/2025/B/6473629,Video Conferencing Camera / We...,4,2025-07-19 17:02,2025-08-09 16:00,Medical Education Department Madhya Pradesh,Video Conferencing Camera / Web Camera (V2)
93,GEM/2025/B/6400111,Wooden 03 Seater School Bench ...,89,2025-08-08 16:00,2025-08-09 16:00,Ministry of Defence Department of Military Affairs,"Wooden 03 Seater School Bench with Desk,Interactive Pannel 86 Inches,Multifunction Eco Tank All-in "
94,GEM/2025/B/6242344,"IP Camera 8 MP,4 MP Motorized ...",25415,2025-08-08 16:00,2025-08-09 16:00,Ministry of Defence Department of Military Affairs,"IP Camera 8 MP,4 MP Motorized Lens ANPR Camera,128 Ch NVR,Hard Disk 8 TB,4 Port Giga PoE Switch,8 P"
95,GEM/2025/B/6488056,Star flex general banner and f...,33,2025-07-23 17:00,2025-08-09 17:00,Ministry of Defence Department of Military Affairs,"Star flex general banner and flex banner for tech section,ACP boards for tech section,40 feet diame"
96,GEM/2025/B/6509609,Helmet Mount (Accessories for ...,1,2025-07-29 16:20,2025-08-09 17:00,Urban Development Department Karnataka,Helmet Mount (Accessories for Action Camera)
97,GEM/2025/B/6435530,Port Fast Ethernet PoE Switch ...,3047,2025-07-29 16:21,2025-08-09 17:00,Urban Development Department Uttar Pradesh,"Port Fast Ethernet PoE Switch with 2 Gigabit Uplink,Camera for CCTV System (V3),Cat 6 Cable for Ind"
98,GEM/2025/B/6513727,"Camera for CCTV System (V3),Vi...",2317,2025-07-30 16:58,2025-08-09 17:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2)"
99,GEM/2025/B/6197588,Network PTZ Camera 4 MP 45x Zo...,2396,2025-08-08 15:00,2025-08-09 17:00,Ministry of Defence Department of Military Affairs,"Network PTZ Camera 4 MP 45x Zoom IR range 300 Mtr,Network Bullet Camera 4 MP Verifocal Zoom IR rang"
100,GEM/2025/B/6486677,ICCD Camera_ 2104086431_ 10_ C...,2,2025-07-23 17:07,2025-08-09 18:00,Ministry of Defence Department of Defence Production,ICCD Camera_ 2104086431_ 10_ C59275042173
101,GEM/2025/B/6510374,Camera for CCTV System (V3),7,2025-07-29 17:18,2025-08-09 18:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
102,GEM/2025/B/6514945,DVR CAMERA,6,2025-07-30 17:12,2025-08-09 18:00,Ministry of Defence Department of Military Affairs,DVR CAMERA
103,GEM/2025/B/6505718,Camera for CCTV System (V3),128,2025-07-30 14:07,2025-08-09 18:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
104,GEM/2025/B/6510735,"VIDEO SURVEILLANCE CAMERAS,SUR...",22,2025-07-30 17:33,2025-08-09 18:00,Ministry of Defence Department of Military Affairs,"VIDEO SURVEILLANCE CAMERAS,SURVEILLANCE NETWORK VIDEO RECORDER,STORAGE DEVICE,PORT FAST ETHERNET DE"
105,GEM/2025/B/6368866,Quadcopter (Unmanned Aerial Ve...,1,2025-07-19 18:02,2025-08-09 18:00,Ministry of Defence Department of Military Affairs,Quadcopter (Unmanned Aerial Vehicle) Drone Camera
106,GEM/2025/B/6435812,"All in One PC (V2),MFP Printer...",1309,2025-07-11 11:56,2025-08-09 18:00,Information Technology Department Uttarakhand,"All in One PC (V2),MFP Printers,Scanner,Extra Monitor plus HDMI Splitter,UPS 500 VA,LAN Nodes,Displ"
107,GEM/2025/B/6479470,"Moter 2208 2600KV,Camera Moon ...",80,2025-07-23 07:29,2025-08-09 19:00,Ministry of Defence Department of Military Affairs,"Moter 2208 2600KV,Camera Moon lit 1500TVL,ELRS Receiver SB 915MHZ,Antenna 1080MHZ,Tigger Machanism "
108,GEM/2025/B/6515734,"4MP IP Fix Bullet Camera,08 Ch...",623,2025-07-30 19:57,2025-08-09 20:00,Ministry of Defence Department of Military Affairs,"4MP IP Fix Bullet Camera,08 Channel Sata NVR,2 TB Surveillance Hard Drive,Display 43 Inches,CAT6 Ou"
109,GEM/2025/B/6514056,Case for silver articles displ...,17,2025-07-30 19:45,2025-08-09 20:00,Ministry of Defence Department of Military Affairs,"Case for silver articles display trophy,Case for wooden stand for trophy,CCTV maintenance,Insta cam"
110,GEM/2025/B/6513651,"30A ESC (OPTO) 2-6S Lipo,Fligh...",57,2025-07-30 19:24,2025-08-09 20:00,Ministry of Defence Department of Military Affairs,"30A ESC (OPTO) 2-6S Lipo,Flight Controller Board for RC Multi Rotor Drone,Brushless MotorFor Drone-"
111,GEM/2025/B/6509223,Camera for CCTV System (V3),25,2025-07-30 16:31,2025-08-09 20:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
112,GEM/2025/B/6372131,"Dashboard Camera,Memory Card 6...",100,2025-08-08 20:00,2025-08-09 20:00,Ministry of Defence Department of Military Affairs,"Dashboard Camera,Memory Card 64 GB,Hardwire Kit,Rear Wire,Installation"
113,GEM/2025/B/6291845,PTZ Camera,24,2025-06-13 16:17,2025-08-09 21:00,Ministry of Home Affairs Central Armed Police Forces,PTZ Camera
114,GEM/2025/B/6380281,"Motorized Gate,Blocking Bollar...",17,2025-07-24 19:53,2025-08-09 21:00,Ministry of Defence Department of Military Affairs,"Motorized Gate,Blocking Bollard,X-Ray Baggage Scanner,Tyre Killer,PTZ Camera,Crash Boom Barrier"
115,GEM/2025/B/6500324,4MP 63 X Optical Zoom PTS Netw...,1,2025-08-08 21:00,2025-08-09 21:00,Ministry of Defence Department of Military Affairs,4MP 63 X Optical Zoom PTS Network Camera
116,GEM/2025/B/6218386,5 MP PTZ Camera with 40x Optic...,20805,2025-08-08 21:00,2025-08-09 21:00,Ministry of Defence Department of Military Affairs,"5 MP PTZ Camera with 40x Optical Zoom,NVR 8 Channel with 1 TB Hard Disk Keyboard and Mouse,Display "
117,GEM/2025/B/6520883,INSTALLATION OF CCTV CAMERA: E...,16,2025-08-01 08:39,2025-08-11 09:00,Ministry of Defence Department of Ex-Servicemen Welfare,INSTALLATION OF CCTV CAMERA: ECHS POLYCLINIC ROORKEE
