,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
30,GEM/2025/B/6160452,Custom Bid for Services - AMC/...,1,2025-08-14 18:00,2025-08-16 18:00,Ministry of Power POWER GRID Corporation OF INDIA Limited,"Custom Bid for Services - AMC/LMC of UG/OH/ADSS OFC network in Chandigarh, Haryana, HP & SAS Nagar "
32,GEM/2025/B/6543453,Mobile network jammer,1,2025-08-06 18:23,2025-08-16 19:00,Ministry of Defence Department of Military Affairs,Mobile network jammer
33,GEM/2025/B/6542558,Customized AMC/CMC for Pre-own...,1,2025-08-06 17:26,2025-08-16 19:00,Home Department Uttar Pradesh,Customized AMC/CMC for Pre-owned Products - non comprehensive AMC of NETWORKING EPABX and CCTV Syst
35,GEM/2025/B/6477155,Sml Hardware with Mine Sml sof...,75,2025-08-15 19:00,2025-08-16 19:00,Ministry of Defence Department of Military Affairs,"Sml Hardware with Mine Sml software for monitoring and controlling mines,RF network infrastructure "
38,GEM/2025/B/6316601,SITC of Network Router,1,2025-06-06 12:01,2025-08-16 20:00,"Ministry of Ports, Shipping and Waterways NA",SITC of Network Router
39,GEM/2025/B/6483630,"Standalone PC,Networking switc...",11,2025-08-05 19:04,2025-08-16 20:00,Ministry of Defence Department of Military Affairs,"Standalone PC,Networking switching cent eqpt and matrix switcher,Podium with integrated cont and an"
44,GEM/2025/B/6356550,Networking / Server Rack,31,2025-07-03 09:00,2025-08-18 09:00,Department of Space Department of Space,Networking / Server Rack
46,GEM/2025/B/6538433,Custom Bid for Services - Prov...,1,2025-08-08 08:46,2025-08-18 09:00,Ministry of Defence Department of Military Affairs,Custom Bid for Services - Provision of Naval Communication  Network
47,GEM/2025/B/6470081,"PTZ Camera Night Vision,Networ...",2190,2025-07-23 09:52,2025-08-18 09:00,Ministry of Defence Department of Military Affairs,"PTZ Camera Night Vision,Network Video Recorder,PoE Switch,Hard Disk Drive,Portable System Storage B"
48,GEM/2025/B/6512887,"Camera for CCTV System (V3),Ca...",407,2025-08-01 13:22,2025-08-18 09:00,Ministry of Education Department of Higher Education,"Camera for CCTV System (V3),Camera for CCTV System (V3),Networking / Server Rack,Networking / Serve"
49,GEM/2025/B/6544556,Spectrum Analyzers and Vector ...,1,2025-08-07 10:22,2025-08-18 10:00,Ministry of Defence Department of Defence Production,Spectrum Analyzers and Vector Network Analyzers
50,GEM/2025/B/6520760,Network and Security Course,2,2025-07-31 23:35,2025-08-18 10:00,Ministry of Defence Department of Military Affairs,Network and Security Course
51,GEM/2025/B/6485186,Telephone Networking Installat...,10470,2025-07-23 10:58,2025-08-18 11:00,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),"Telephone Networking Installation and Maintenance Items 01,Telephone Networking Installation and Ma"
52,GEM/2025/B/6417187,ACOUSTIC BASED UAV DETECTION S...,1,2025-07-18 11:03,2025-08-18 11:00,Ministry of Defence Department of Military Affairs,ACOUSTIC BASED UAV DETECTION SYSTEMUSING DEEP NEURAL NETWORK FRAMEWORK
53,GEM/2025/B/6536886,Network Video Recorder 32 Chan...,1223,2025-08-07 10:33,2025-08-18 11:00,Ministry of Defence Department of Military Affairs,"Network Video Recorder 32 Channel,Cat 6 UTP Cable,4 Core unarmoured fiber cable,Media Converter,4MP"
54,GEM/2025/B/6422029,"5 MP Fixed Bullet Camera,8 MP ...",2301,2025-08-01 15:18,2025-08-18 11:00,Ministry of Defence Department of Defence,"5 MP Fixed Bullet Camera,8 MP Fixed Bullet Camera,4 MP PTZ Camera,32 Channel network video recorder"
56,GEM/2025/B/6540441,"08 Ports Managed PoE Switch,08...",5,2025-08-07 15:14,2025-08-18 12:00,Ministry of Defence Department of Military Affairs,"08 Ports Managed PoE Switch,08 Ports Managed Non PoE Switch,2U Wall Mount Network Switch Rack,23.8 "
58,GEM/2025/B/6351029,"Camera for CCTV System (V3),Vi...",7,2025-07-21 09:57,2025-08-18 12:00,Ministry of Defence Department of Military Affairs,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
59,GEM/2025/B/6518202,"STANDALONE PC,ADN PC,VISUALISE...",12,2025-08-08 12:10,2025-08-18 13:00,Ministry of Defence Department of Military Affairs,"STANDALONE PC,ADN PC,VISUALISER,Projection System,Networking Switching,Podium with integrated Contr"
60,GEM/2025/B/6550866,Cluster Outsourcing for Mainte...,800,2025-08-11 12:16,2025-08-18 13:00,Ministry of Defence Department of Military Affairs,Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - OFC AW HDPE
61,GEM/2025/B/6558656,Fibre Cable for Networking,5000,2025-08-11 14:33,2025-08-18 13:00,Ministry of Defence Department of Military Affairs,Fibre Cable for Networking
63,GEM/2025/B/6517789,Spectrum Analyzers and Vector ...,2,2025-07-31 13:23,2025-08-18 13:00,Higher and Technical Education Department Puducherry,"Spectrum Analyzers and Vector Network Analyzers,Spectrum Analyzers and Vector Network Analyzers"
67,GEM/2025/B/6330504,Smart Solar Network Switch wit...,7,2025-07-11 13:25,2025-08-18 14:00,Ministry of Defence Department of Military Affairs,"Smart Solar Network Switch with Outdoor Enclosure and all Accessories,SDRPlay Nrsp-ST,Mast,Optical "
68,GEM/2025/B/6151321,Cluster Outsourcing for Mainte...,1,2025-05-16 09:51,2025-08-18 15:00,Energy and Petro Chemicals Department Gujarat,Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - As per ATC;
73,GEM/2025/B/6495562,Cluster Outsourcing for Mainte...,2,2025-08-02 16:18,2025-08-18 15:00,Ministry of Communications Department of Telecommunications (DOT),Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - Optical Fib
74,GEM/2025/B/6482689,Cluster Outsourcing for Mainte...,1,2025-08-02 16:20,2025-08-18 15:00,Ministry of Communications Department of Telecommunications (DOT),Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - Optical Fib
78,GEM/2025/B/6476143,Vector Network Analyzer,2,2025-07-23 15:41,2025-08-18 16:00,Ministry of Defence Department of Defence Production,Vector Network Analyzer
79,GEM/2025/B/6499188,Custom Bid for Services - ARC ...,1,2025-07-28 15:25,2025-08-18 16:00,Ministry of Petroleum and Natural Gas GAIL India Limited,Custom Bid for Services - ARC FOR AC/DC Interference survey of Maharashtra Region pipeline network 
81,GEM/2025/B/6497742,"Network Attached Storage,Serve...",9,2025-07-25 17:18,2025-08-18 16:00,Ministry of Education Department of Higher Education,"Network Attached Storage,Server,Server Rack,Computers,Monitor"
82,GEM/2025/B/6504898,Spectrum Analyzers and Vector ...,2,2025-07-29 14:04,2025-08-18 17:00,Department of Space Department of Space,Spectrum Analyzers and Vector Network Analyzers
86,GEM/2025/B/6548272,Custom Bid for Services - SETT...,1,2025-08-07 17:47,2025-08-18 18:00,Ministry of Defence Department of Military Affairs,Custom Bid for Services - SETTING OF NCN NETWORK
87,GEM/2025/B/6552256,Network Laser Printer,6,2025-08-08 17:08,2025-08-18 18:00,Ministry of Power NA,Network Laser Printer
91,GEM/2025/B/6504558,8 Port Gigabit POE Network Swi...,431,2025-07-28 18:14,2025-08-18 19:00,Ministry of Education Department of Higher Education,"8 Port Gigabit POE Network Switch Manage with SFP Port,4MP CCTV IP Camera,Cat6 Cable 100 mts,6U Wal"
92,GEM/2025/B/6407618,Annual Maintenance Contract fo...,68,2025-07-28 18:23,2025-08-18 19:00,Ministry of Communications Department of Telecommunications (DOT),"Annual Maintenance Contract for Networking Devices (Version 2) - L2 Switch; CISCO,Annual Maintenanc"
93,GEM/2025/B/6553781,"Network Card Part No NK000911,...",10,2025-08-08 20:24,2025-08-18 21:00,Ministry of Defence Department of Military Affairs,"Network Card Part No NK000911,Waste Ink Pad Part No NK000459,RAM DDR IV 8 GB Part No NK000901,Conne"
98,GEM/2025/B/6482510,Network Monitoring Software (V...,1,2025-07-22 17:01,2025-08-19 10:00,Home Affairs and Justice Department Punjab,Network Monitoring Software (V2)
99,GEM/2025/B/6492890,Out of Focus Image Rectificati...,6,2025-07-29 10:41,2025-08-19 11:00,Ministry of Defence Department of Military Affairs,"Out of Focus Image Rectification,Camera Not Powering On,Camera Hangs or Freezes,Network Connectivit"
102,GEM/2025/B/6530779,"Communication Tool Kit,Screw f...",7,2025-08-04 11:51,2025-08-19 12:00,Ministry of Defence Department of Military Affairs,"Communication Tool Kit,Screw foe Network Repairing,LAN Tester,Tweezer,Magnifying table lamp eith li"
103,GEM/2025/B/6401936,"Networking / Server Rack,Layer...",2783,2025-07-22 11:59,2025-08-19 12:00,Ministry of Defence Department of Military Affairs,"Networking / Server Rack,Layer 2 Access Switch (V2),Cat 6 Patch Panel (V2),Cat 6 Cable for Indoor U"
105,GEM/2025/B/6492389,"ELECTRIFICATION,LAN NETWORKING...",193,2025-07-28 11:20,2025-08-19 12:00,Higher and Technical Education Department Maharashtra,"ELECTRIFICATION,LAN NETWORKING With all accessories,CARPET,ACOUSTIES AND FALSE CEILLING,WALL PANAEL"
109,GEM/2025/B/6510572,Cluster Outsourcing for Mainte...,1,2025-08-05 16:25,2025-08-19 15:00,Ministry of Communications Department of Telecommunications (DOT),Cluster Outsourcing for Maintenance of Landline and Broadband network – OFC Network - Optical Fib
110,GEM/2025/B/6506986,RHM25R8034_ NETWORK SWITCH - 2...,1,2025-07-29 09:56,2025-08-19 15:00,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,RHM25R8034_ NETWORK SWITCH - 24 PORT
111,GEM/2025/B/6504064,Supply of 2 Mega Pixel Network...,12195,2025-07-28 17:20,2025-08-19 15:00,Ministry of Civil Aviation Airports Authority of India (AAI),"Supply of 2 Mega Pixel Network Dome Camera with Power Adaptor,Supply of 2 Mega Pixel Network Indoor"
112,GEM/2025/B/6509645,Network Attached Storage (NAS)...,2,2025-07-29 16:26,2025-08-19 16:00,Ministry of Health and Family Welfare Department of Health and Family Welfare,"Network Attached Storage (NAS) Device,Online UPS (V2)"
113,GEM/2025/B/6507816,"Networking / Server Rack,Compu...",345,2025-07-29 21:55,2025-08-19 16:00,Ministry of Civil Aviation Airports Authority of India (AAI),"Networking / Server Rack,Computer Monitor,Keyboard and Mouse Combo,High End Laptop - Notebook,Wirel"
114,GEM/2025/B/6500713,Spare Outdoor Antenna (Long Ra...,15,2025-07-29 17:33,2025-08-19 16:00,PMO Department of Atomic Energy,"Spare Outdoor Antenna (Long Range) For Mining Cctv, Lan Network And Telephone Connectivity"
116,GEM/2025/B/6504695,Custom Bid for Services - Insp...,1,2025-07-29 14:32,2025-08-19 17:00,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,"Custom Bid for Services - Inspection work (UT, LRUT, and LFET) of station piping, firewater network"
119,GEM/2025/B/6495707,Network Attached Storage (NAS)...,35,2025-08-08 18:01,2025-08-19 18:00,Ministry of Defence Department of Military Affairs,"Network Attached Storage (NAS) Device,Line Interactive UPS with AVR (V2),Multifunction Machine MFM "
123,GEM/2025/B/6510912,"CP PLUS 2MP DOME CAMERA,CP PLU...",3462,2025-07-29 19:21,2025-08-19 20:00,Ministry of Defence Department of Military Affairs,"CP PLUS 2MP DOME CAMERA,CP PLUS PTZ CAMERA,FOUR PORT NETWORK SWITCH,MEDIA CONVERTER,SIX CORE FIBRE "
125,GEM/2025/B/6305384,"TRANSPORTABLE TERMINALS,FIXED ...",6,2025-07-22 14:44,2025-08-19 21:00,Ministry of Defence Department of Defence Research & Development,"TRANSPORTABLE TERMINALS,FIXED TERMINAL,Spares,Services for installation of VSAT Network (1Job)"
126,GEM/2025/B/6484712,COMPACT GIGABIT POE NETWORK SU...,3,2025-07-23 14:28,2025-08-20 10:00,Ministry of Defence Department of Military Affairs,"COMPACT GIGABIT POE NETWORK SUPPORTING DEVICE,WD SATA CONNECTIVITY SURVEILLANCE STORAGE"
127,GEM/2025/B/6484774,Network Attached Storage (NAS)...,1,2025-08-08 18:05,2025-08-20 11:00,Ministry of Coal COAL INDIA LIMITED,Network Attached Storage (NAS) Device
130,GEM/2025/B/6502810,Custom Bid for Services - Supp...,1,2025-07-30 10:55,2025-08-20 14:00,Ministry of Petroleum and Natural Gas NA,Custom Bid for Services - Supply of Network Core switch and Access switch along with AMC
131,GEM/2025/B/6510514,30 KVA Online UPS system 2 Set...,69,2025-08-05 11:42,2025-08-20 15:00,Irrigation and Flood Control Department Uttar Pradesh,"30 KVA Online UPS system 2 Sets with configured in High Availability mode,Network management softwa"
132,GEM/2025/B/6366870,Custom Bid for Services - Sele...,1,2025-06-26 19:48,2025-08-20 15:00,Ministry of Finance Department of Financial Services,"Custom Bid for Services - Selection of Network Integrator for Network Management, WAN Management & "
134,GEM/2025/B/6511098,Custom Bid for Services - SUPP...,1,2025-07-30 16:51,2025-08-20 17:00,Ministry of Finance Department of Financial Services,"Custom Bid for Services - SUPPLY, INSTALLATION AND MAINTENANCE OF NETWORK BASED CCTV SYSTEMS"
135,GEM/2025/B/6509854,Custom Bid for Services - N522...,1,2025-07-30 18:34,2025-08-20 17:00,Ministry of Defence Department of Defence Research & Development,Custom Bid for Services - N5224A/MY57242354 10 MHz to 43 5 GHz PNA Network Analyzer - Hardware Upgr
136,GEM/2025/B/6556026,Secure Network Storage,1,2025-08-10 12:49,2025-08-20 17:00,Ministry of Defence Department of Military Affairs,Secure Network Storage
138,GEM/2025/B/6455072,Network Monitoring Software (V...,1,2025-07-15 18:46,2025-08-20 18:00,Ministry of Finance BANKING SECTOR,Network Monitoring Software (V2)
142,GEM/2025/B/6497875,Fibre Cable for Networking,4000,2025-08-06 17:35,2025-08-21 11:00,PMO Department of Atomic Energy,Fibre Cable for Networking
144,GEM/2025/B/6320676,Passive optical network power ...,2,2025-07-31 12:00,2025-08-21 12:00,Ministry of Coal COAL INDIA LIMITED,Passive optical network power meter
145,GEM/2025/B/6320590,"Layer 2 Access Switch (V2),Net...",66,2025-07-31 11:49,2025-08-21 12:00,Ministry of Coal COAL INDIA LIMITED,"Layer 2 Access Switch (V2),Networking / Server Rack,Networking / Server Rack,Layer 2 Access Switch "
152,GEM/2025/B/6517364,Custom Bid for Services - Hiri...,1,2025-07-31 15:54,2025-08-21 16:00,Ministry of Petroleum and Natural Gas NA,"Custom Bid for Services - Hiring of TPI for Pipeline network Project, Laiplingaon (PNP-LPN) of Assa"
153,GEM/2025/B/6517790,"Survelliance camera,Survellian...",117,2025-07-31 15:59,2025-08-21 16:00,Ministry of Education Department of Higher Education,"Survelliance camera,Survelliance camera,NVR,HDD,switch,Networking switch,Cable,Rack,Pole,Installati"
163,GEM/2025/B/6487048,Annual Maintenance Contract fo...,1491,2025-08-04 16:29,2025-08-21 17:00,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,Annual Maintenance Contract for Networking Devices (Version 2) - Router Switches Add on Cards Wifi 
165,GEM/2025/B/6560358,Custom Bid for Services - Main...,1,2025-08-11 18:14,2025-08-21 19:00,Ministry of Coal COAL INDIA LIMITED,"Custom Bid for Services - Maintenance and repair of OFC network of offices, Railway siding at Gouri"
166,GEM/2025/B/6518784,"Supply, Installation and Commi...",1,2025-07-31 15:15,2025-08-21 21:00,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,"Supply, Installation and Commissioning of Electrical & Networking set up at 03 Sites"
168,GEM/2025/B/6436026,"Server,Networking / Server Rac...",1987,2025-07-12 13:54,2025-08-22 09:00,Ministry of Defence Department of Military Affairs,"Server,Networking / Server Rack,Cat 6 Patch Panel (V2),CAT 6 Information outlet,Cat 6 Patch cord,Ca"
169,GEM/2025/B/6383787,Procurement of Networking Item...,1,2025-07-23 10:09,2025-08-22 10:00,Ministry of Defence Department of Military Affairs,Procurement of Networking Items
