,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
14,GEM/2025/B/5840100,Unmanned Aerial Vehicle (UAV/U...,1,2025-01-19 20:41,2025-01-23 21:00,Ministry of Defence Department of Defence,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
15,GEM/2024/B/5706158,Unmanned Aerial Vehicle & Payl...,4,2025-01-19 21:00,2025-01-23 21:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
16,GEM/2025/B/5814334,Unmanned Aerial Vehicle & Payl...,8,2025-01-13 19:24,2025-01-24 18:00,Home Department Odisha,Unmanned Aerial Vehicle & Payload Systems for Surveillance
17,GEM/2024/B/5631957,Unmanned Aerial Vehicle (UAV/U...,26,2024-12-28 12:47,2025-01-25 13:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
18,GEM/2025/B/5815971,Unmanned Aerial Vehicle and Pa...,1,2025-01-13 17:16,2025-01-27 09:00,Ministry of Communications Department of Telecommunications (DOT),Unmanned Aerial Vehicle and Payload Systems for Agricultural Spray (V2)
19,GEM/2025/B/5811805,Unmanned Aerial Vehicle & Payl...,7,2025-01-12 17:14,2025-01-27 18:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
20,GEM/2024/B/5764821,Unmanned Aerial Vehicle (UAV/U...,8,2025-01-16 16:49,2025-01-28 11:00,Police Department Andaman & Nicobar,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
21,GEM/2025/B/5789520,Unmanned Aerial Vehicle (UAV/U...,1,2025-01-07 18:54,2025-01-28 12:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
22,GEM/2024/B/5695726,Unmanned Aerial Vehicle (UAV/U...,1,2024-12-31 12:47,2025-01-28 13:00,Ministry of Education Department of Higher Education,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
23,GEM/2025/B/5811661,Unmanned Aerial Vehicle & Payl...,1,2025-01-15 11:58,2025-01-29 12:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
24,GEM/2024/B/5641449,Unmanned Aerial Vehicle & Payl...,1,2025-01-08 17:55,2025-01-29 14:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
25,GEM/2024/B/5588240,Unmanned Aerial Vehicle & Payl...,50,2024-11-22 16:28,2025-01-31 11:00,Ministry of Home Affairs Central Armed Police Forces,Unmanned Aerial Vehicle & Payload Systems for Surveillance
26,GEM/2025/B/5816614,Unmanned Aerial Vehicle (UAV/U...,6,2025-01-14 14:41,2025-02-04 15:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
27,GEM/2025/B/5816728,Unmanned Aerial Vehicle & Payl...,1,2025-01-14 18:26,2025-02-04 19:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
29,GEM/2025/B/5805083,Micro Unmanned Aerial Vehicle ...,900,2025-01-15 20:20,2025-02-05 21:00,Ministry of Home Affairs Central Armed Police Forces,"Micro Unmanned Aerial Vehicle Micro UAV with Battery Pack,Universal Battery Charger with Power Supp"
31,GEM/2024/B/5682621,Unmanned Aerial Vehicle (UAV/U...,2,2025-01-13 18:47,2025-02-07 15:00,"Ministry of Ports, Shipping and Waterways NA",Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
32,GEM/2025/B/5814956,Unmanned Aerial Vehicle & Payl...,3,2025-01-17 14:46,2025-02-07 15:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
33,GEM/2024/B/5695884,Unmanned Aerial Vehicle & Payl...,1,2025-01-18 15:40,2025-02-08 16:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle & Payload Systems for Surveillance
34,GEM/2025/B/5838762,Unmanned Aerial Vehicle (UAV/U...,2,2025-01-19 12:31,2025-02-10 12:00,Ministry of Defence Department of Military Affairs,Unmanned Aerial Vehicle (UAV/UAS) as per MHA QR
