,tender_id,customer,location,name_of_work,publish_date,submission_date,emd,pbm,e_value,inserted_time,inserted_user_id
11,2025_MIDCL_399072_1,MP Industrial Development Corporation Limited||Regional Office MPIDC Indore,IA Bijepur Betma,"Operation and Maintenance of Water Supply Scheme, Street Light network at Industrial Area Bijepur, Teh. Depalpur, Distt. Indore for a Period of Two Years",2025-01-28 18:00,2025-02-12 17:30,35000,,1747000,09-02-2025 15:51:54,Mptenders GOV BOT
12,2025_UAD_399029_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of Distribution network for Providing, Laying, Testing and Commissioning of 150 mm Dia DI pipelines to be laid under this contract in different DMAs (District Metering Areas) at Ward no. 2",2025-01-28 17:30,2025-02-28 17:30,29024,,3869884,09-02-2025 15:52:11,Mptenders GOV BOT
13,2025_UAD_399004_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of laying of sewar network including Providing, Laying, Testing and Commissioning of sewar lines in uncovered and different Area of Ward No. 01,02,03,04,05,06 and 07 in Gwalior Vidhansabha.",2025-01-28 17:30,2025-02-28 17:30,181346,,36269126,09-02-2025 15:52:29,Mptenders GOV BOT
14,2025_UAD_398990_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of Distribution network for Providing, Laying, Testing and Commissioning of 110 mm dia and 160 mm Dia HDPE Water pipelines to be laid under this contract in different DMAs (District Metering Areas) at Ward no. 58",2025-01-28 17:30,2025-02-28 17:30,99874,,19974734,09-02-2025 15:52:46,Mptenders GOV BOT
15,2025_UAD_398977_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of laying of sewar network including Providing, Laying, Testing and Commissioning of sewar lines in uncovered and different Area of Ward No. 39,42 AND 43 in Dakshin Vidhansabha.",2025-01-28 17:30,2025-02-28 17:30,89528,,17905511,09-02-2025 15:53:03,Mptenders GOV BOT
16,2025_UAD_398959_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of Distribution network for water supply from RCC Overhead tanks/ Ground Level Service Reservoirs/Sumpwells including Providing, Laying, Testing and Commissioning of pipelines from old OHT thatipur to Newly Constructed OHT Thatipur",2025-01-28 17:30,2025-02-28 17:30,132910,,26581984,09-02-2025 15:53:21,Mptenders GOV BOT
17,2025_NVDA_398711_1,Narmada Valley Development Authority||Chief Engineer Lower Narmada Projects Indore,Alirajpur,Operation and Maintenance of Alirajpur Lift Irrigation Scheme for 03 years including its pressurized pipe distribution network for irrigation in 35000 hectares CCA on Turnkey Contract as per detailed scope of work (But not limited of that).,2025-01-27 17:35,2025-02-13 17:30,1000000,2025-02-07 12:30,137812000,09-02-2025 15:53:38,Mptenders GOV BOT
18,2025_UAD_398437_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of laying of sewer network including Providing, Laying, Testing and Commissioning of Sewage Network in Housing Board Thathipur Project.",2025-01-24 18:30,2025-02-21 17:30,158096,,31619159,09-02-2025 15:53:59,Mptenders GOV BOT
19,2025_UAD_398383_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of Distribution network for water supply from RCC Overhead tanks/Ground Level Service Reservoirs/Sump wells including Providing, Laying, Testing and Commissioning of pipelines to be laid under this contract in different DMAs",2025-01-24 18:00,2025-02-21 17:30,195455,,39091080,09-02-2025 15:54:17,Mptenders GOV BOT
20,2025_UAD_398373_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of laying of sewar network including Providing, Laying, Testing and Commissioning of sewar lines in uncovered and different Area of Ward No. 15,16,17,31,32,33 and 36 in Gwalior Vidhansabha.",2025-01-24 17:30,2025-02-21 17:30,181732,,36346456,09-02-2025 15:54:34,Mptenders GOV BOT
21,2025_UAD_398357_1,Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation-Gwalior - UAD||Water Supply (PHE) Deptt. - MC Gwalior - UAD,PHE Department,"Survey and Design of laying of sewar network including Providing, Laying, Testing and Commissioning of sewar lines in uncovered and different Area of Ward No. 8,9,10,11,12,13,14 in Gwalior Vidhansabha.",2025-01-24 17:30,2025-02-21 17:30,181607,,36321436,09-02-2025 15:54:51,Mptenders GOV BOT
22,2025_HED_397723_1,Department of Higher Education||Bhopal- Govt. Dr.Shyama Prasad Mukherjee Science Commerce College Bhopal,Bhopal,Dual Band wireless access point CAT6 for WiFi POE Full Giga byte Data Switch Networking Cable Installation of Networking,2025-01-22 15:00,2025-02-12 14:00,1300,2025-01-29 12:00,130000,09-02-2025 15:55:09,Mptenders GOV BOT
